reviews.text,reviews.rating,sentiment_score,sentiment,text
"Great product! Easy to use! ihave Sony Vue tv service, Netflix and Amazon prime. Using all of these with just 1 remote makes things easier.",5,2,POSITIVE,great product easy use ihave sony vue tv service netflix amazon prime remote make thing easy
Better than Fire Stick. Great quality picture. Clarity with ultra hd.,5,2,POSITIVE,well fire stick great quality picture clarity ultra hd
a high quality experience with more choices all the time.,5,2,POSITIVE,high quality experience choice time
"For an inexpensive Black Friday special, I have to say that I am quite impressed with this tablet. Well worth the $33 price tag. The speakers leave a lot to be desired, but when used with an external speaker, it sounds great. The battery life is also impressive. I've been using it for 2 hours and the battery level is now at 54% remaining. I must admit that I was somewhat hesitant to purchase it, but I figured that for the price, I would give it a try. I am not sorry for my decision. I have another tablet that cost 5 times as much and there is no difference in the performance. Even at the everyday price of $49, this tablet is worth the money.",5,2,POSITIVE,inexpensive black friday special impress tablet worth price tag speaker leave lot desire external speaker sound great battery life impressive ve hour battery level remain admit somewhat hesitant purchase figure price try sorry decision tablet cost time difference performance everyday price tablet worth money
This product makes it easier to pay my bills online and search for things to buy,5,2,POSITIVE,product make easy pay bill online search thing buy
Bought 3 for kids... they stay charged through play all day (7-9 hrs) and have been dropped and slammed a few times already but still look perfect and work just like new,5,2,POSITIVE,buy kid stay charge play day hrs drop slammed time look perfect work like new
"Easy to use, lots of apps. So far have really enjoyed!",5,2,POSITIVE,easy use lot app far enjoy
Got it for 35 bucks for my son and he loves it so I'm happy,5,2,POSITIVE,get buck son love m happy
"I had a problem with my Kindle not charging, Turns out I needed a new charger and cable. Everything is perfect now. Thank you Amazon for great customer service and for providing me with the charger and cable. Your support representatives are excellent.",5,2,POSITIVE,problem kindle charging turn need new charger cable perfect thank amazon great customer service provide charger cable support representative excellent
The Amazon fire is a great tablet. U cannot beat the price. Works as good as other way more expensive tablets,5,2,POSITIVE,amazon fire great tablet u beat price work good way expensive tablet
It's a really good tablet for kids my kids love them,5,2,POSITIVE,s good tablet kid kid love
"I loved it. Not only was the price good, but 8gb of memory is phenomenal!",5,2,POSITIVE,love price good gb memory phenomenal
"Bought this for my wife for Christmas (a perfect gift, if I do say so myself), and seeing the joy that it brings her on a near daily basis makes me want one for myself. Alas, it will be another six years in the sequin mines outside Nashville until I can save enough to get another one. But someday...",5,2,POSITIVE,buy wife christmas perfect gift see joy bring near daily basis make want alas year sequin mine outside nashville save someday
Muy recomendable.,5,2,POSITIVE,muy recomendable
"A good friend of mine got into transforming Fire Sticks and Fire TV two Kodi boxes. He brought over his Fire TV and led us use it and afterwards my wife was convinced that we needed to have one. With Fire TV it makes Kodi stream smoothly and the menus are quick. I love that I can have Netflix, other apps, and other programs installed all on one unit.",5,2,POSITIVE,good friend get transform fire stick fire tv kodi box bring fire tv lead use wife convince need fire tv make kodi stream smoothly menus quick love netflix app program instal unit
"Haven't had it long , at this time Iam pleased with it .",5,2,POSITIVE,haven t long time iam please
"Love, love, love it! Very easy to set up. Was able to get rid of my cable bill after getting this. It's great!",5,2,POSITIVE,love love love easy set able rid cable bill get s great
